订单到期关闭如何实现,"1. 被动关闭不推荐
大型电商系统怎么设计分库分表,"1. 明确目的，分表是为了解决数据量大的问题，分库是为了解决高并发的问题。一般来说高并发往往伴随着大数据量，因此分库分表一般搭配着做
2. 垂直分库是按照业务来分，垂直分表是将大表拆成多个表，把扩展信息拆成其他表
3. 水平分库或分表，则是把库或表的所有数据，水平分散到不同的库或表中
4. 分表数量需要预估，按照当前数量+预计每年增量*保留年限的总数除以2000万。一般分库的话会是分表数量除以8
5. 分表字段，如果是订单表可以按照时间或者买家ID分。但一般按照买家ID分更贴合用户且避免数据倾斜，时间分表或者卖家ID表完全可以用同步的只读表完成
6. 大型电商系统，买家ID分表，同步卖家表，基因法生成订单号，再加上历史订单数据归档是比较常见的方法
7. 分表算法一般是取模，一致性hash用的少，因为一般分表都一次到位","DB,业务问题"
分布式架构一定优于单体架构吗,"1. 单体开发测试部署简单，没有系统间网络交互的问题，不需要考虑分布式问题。存在性能瓶颈，且维护难度大，单点故障，无法更换技术栈
2. 分布式易于扩展和容灾，模块化开发简单，技术栈丰富。但运维维护复杂，有分布式问题",业务问题
redis挂了怎么办,"1. 事前考虑集群，主从架构＋哨兵部署
2. 通过监控告警，发现redis挂了的话，可以启用应急机制
3. 原本使用分布式锁的地方改成限流，需提前设计。若无法限流则需要降级
4. redis要有备份，能够及时恢复，在redis不可用的时候，本地缓存要能承担一定的压力",Redis
代码中使用长事务会有什么问题,"1. 事务执行时间长，会持续占用数据库链接，影响其他事务使用，降低吞吐量
2. 事务若持有锁，长事务可能导致锁冲突甚至死锁
3. InnoDB使用MVCC做并发控制，长事务会导致旧版本的数据持续存在，影响数据库的清理操作
4. 长事务修改或删除行时，MVCC里其他事务涉及读取这些行，就需要做更多的工作来重建旧数据，生成undolog
5. 当长事务修改一个表时，可能会导致其他事务对该表的查询不适用覆盖索引技术（二级索引有个page_max_trx_id记录修改过该页的最大事务ID，若大于up_limit_id则说明被修改过，必须回表查询）",DB
Redis内存满了会挂吗,具体看redis的内存淘汰策略，有volatile或allkey选择范围，ttl或lru或lfu选择策略。即使不淘汰的noeviction，也只是拒绝写入操作，不会直接挂,Redis
给第三方提供接口调用要注意什么,"1. 无论是外部还是内部接口，安全性是最值得考虑的。包括授权和字段的安全传输。以及授权后访问的权限控制
2. 提供出去的接口最好是通用化的，非定制化接口
3. 要预留好升级的准备，如版本控制，升级的兼容性问题
4. 接口字段的语义要明确，不要摸棱两可
5. 屏蔽错误信息，不要直接抛空指针这种错误，而是要封装错误码体系
6. 提供接口后要做好自我保护，要做限流，熔断等机制
7. RPC接口出入参要实现序列化，要带上响应码，使用包装类而不是基本类型，不要使用枚举类做参数，对升级不友好",第三方调用
应用启动前后几分钟，Load/RT/CPU飙高如何排查,"1. 灰度发布，可能是100台机器，分10批发布，同时间只有90台能接请求，又遇上请求高峰
2. 存在初始化任务，例如拉取配置中心数据，缓存预热等等，排查应用启动时的活跃线程数，查看CPU占用高的线程在干嘛
3. JIT优化，应用刚启动，JIT优化会开始介入，频繁地热点代码检测和代码编译处理会消耗CPU，导致CPU、Load较高，影响业务线程升高RT",JVM
分库分表时，存在数据稀疏分布的情况怎么处理？例如每个城市的人口不一样,"1. 更换更均匀的分表键或分表算法，例如不用城市用生日、身份证尾号等，但一般业务不允许更换
2. 人工干预分表算法，例如提前知道哪些城市人口多如北上广深，这4个城市一个表，其他城市公用其他4个表。或者将密集型城市二次拆分，按区域来拆分","DB,业务问题"
日志打印成为RT瓶颈怎么优化,"1. 控制日志输出量，只打印必要日志
2. 日志级别，线上打印warn和error，只保留必要排查问题的info日志。打印前检查日志级别
3. 异步打印日志，设置队列满了是否丢弃日志
4. 日志文件滚动，按每天来限制日志文件大小。日志文件按照等级拆分。
5. 提前做好逻辑，允许线上做日志降级，例如通过配置日志打印比例，或者只推送error和warn日志",业务问题
分布式系统怎么共享session,redis，MySQL，mongoDB等分布式存储，或者客户端存储，黏性session，session复制等,业务问题
实现登录拉黑功能，拉黑和踢下线,"1. 拉黑可以采用单独做黑名单表，或者用户表加字段。黑名单表适合拉黑用户多的情况，还能给其他业务使用。为了提升性能可以使用缓存和布隆过滤器
2. 踢人下线，直接清空session",业务问题
第三方支付接口成功，但是调用方显示失败如何解决,"1. 网络问题，需要有重试机制或外部提供支付结果查询
2. 异步处理，外部异步处理订单，还未通知用户即报错
3. 如果真的支付成功了，需要有手段得知这个结果。如果确认是支付失败需要取消订单",业务问题
读取1000个文件，1个线程和10个线程哪个效率更高,IO密集型任务，显然多线程会更好,业务问题
select b where a=xx，ab联合索引无法走索引覆盖是为什么,"1. a和xx不是一个类型
2. 长事务在操作同一条记录，MVCC中二级索引判断page_max_trx_id太新，大于read view。则需要回主键查询undo log链",DB
大量手机号码被设置为骚扰电话，怎么存储,"1. 基础数据存数据库，表用手机号码做唯一索引
2. 适用redis缓存，不存所有数据，LRU存20%左右的数据，或者用布隆过滤器
3. 适用本地缓存存热门数据，数据不一致问题可以通过一层一层往上查解决",业务问题
把商品加入购物车时断网了，重新联网如何同步,"1. 客户端要有本地缓存，时刻保存数据在本地；定期检测网络状态，判断是否需要同步数据，有重试机制
2. 服务端做好幂等控制",业务问题
外卖系统一天1000w数据，用户和商家都要查近30天数据，怎么设计表,"1. 每天1000w订单，1年36亿，必须分表。考虑到有高并发需求，也需要分库
2. 热点业务只查30天数据，可以考虑数据归档，热数据只存30天的
3. 需要同时满足卖家和商户的查询，可以考虑用买家ID做分表键，卖家用准实时同步的其他类型数据库做查询
4. 数据量缓存无法有效提效，且订单数据变更快，有一致性问题
5. 当然也有用钱的方式，直接用分布式数据库，分别使用买家ID+时间和卖家ID+时间做索引键","DB,业务问题"
电梯里断网又恢复为啥网络慢,"1. TCP的拥塞控制，网络断开时会检测到发生超时重传，会慢启动
2. 无线网络还存在网络重新协商的问题，包括重新连接到基站或路由，分配通信资源如信道和带宽，IP地址重新分配等",网络协议
一个表有用户和时间列，需求有查用户，查日期，查用户和日期等场景，怎么建索引,"1. 如果是toC业务，用户量多，则建立2个索引即可，用户ID+时间的联合索引和单独时间的索引
2. 如果是toB业务，用户量少，则联合索引可以改成时间+用户ID，以及单独用户的索引","DB,业务问题"
做过滤黑名单网址系统如何实现,"1. 哈希表或前缀树都存在内存消耗较大的问题，比较合适的是布隆过滤器，但是布隆过滤器有误判可能，并且不能删除
2. 比较合适的方案是本地缓存+redis+MySQL，本地缓存做第一层，查询不在布隆过滤器则判断为一定不在和名单里，反之则不断往上查询",业务问题
全国酒店价格要准时在某一时刻更新，如何高性能准点更新价格,"1. 大前提是价格的新数值一定要提前计算，不要在更新前才计算
2. 方案一就是多版本价格，在数据库里建表存放价格信息、包括价格生效的时间和条件等，在特定的时间查询得到特定价格，实现准时变动。该方案如果有使用缓存，则缓存要按照指定到期失效，同时引入分布式锁避免缓存击穿
3. 方案二就是分布式更新，将更新的数据进行拆分，分库分表多实例来处理，引入多线程和SQL批量更新",业务问题
有多个节点，出现线上RT高的情况，但监控显示服务器CPU和缓存无压力,"1. 如果CPU和缓存都无压力，则首先考虑网络因素，是否带宽限制或网络阻塞，网络延迟或丢包，CDN问题
2. 如果存在大量IO操作，如日志写入也会导致CPU不高但RT高。或者存在第三方接口的调用导致延时
3. 考虑数据库的性能，是否存在慢SQL导致数据库链接不够用等等
4. 排查顺序，先观察是否持续异常，再观察是否发布导致的，观察全局还是局部异常，查看QPS是否上涨，查看GC次数，查看接口代码上下游服务，查看数据库和redis等，最后查看服务器网络情况","JVM,业务问题"
怎么保证账户在高并发情况下不超花,分布式锁，数据库乐观锁，redis扣减,业务问题
100个优惠券，几千万请求怎么保证公平性和不出错,"1. 由于分布式锁不保证优先级，因此无法保证公平性。同理限流大部分是秒级别，会出现第二秒前面的人放行而第一秒后面的人被拦截。
2. Redis的lua脚本是严格串行的，谁先到达就直接处理，不会超卖
3. 可以维护多一个标识，如果库存没了就在本地缓存，请求不到达redis直接拒绝掉",业务问题
秒杀场景下怎么加库存,"1. 通过lua脚本进行库存增加
2. 发送MQ通知数据库进行库存增加
3. 消费MQ数据库进行库存增加，行级锁",业务问题
5分钟只允许用户尝试登录3次，怎么做限制,"1. 滑动窗口限流
2. 用户锁定",业务问题
MQ消息乱序怎么解决,"1. 顺序消息，严格要求顺序处理的消息投递到一个partition上，同时保证只有一个消费者串行消费
2. 前置状态判断，消费时判断是否到达应该处理该消息的状态，否则消费失败让MQ下次重发
3. 增加序列号，让消费者缓存消息，按序消费
4. 消费者可以先把消费记录在表，用定时器按序去处理。可以将记录存在redis里",MQ
实现2个不相同的网站，A登录后B也自动登录,"1. 基于cookie，存于浏览器请求自动带出，但cookie只能用于相同域名，无法跨域
2. 基于token，不存服务器，信息加密，服务端自行验证。需要解决token泄露问题
3. 基于共享session即分布式session，信息存于服务端
4. 基于统一认证中心
5. 基于OAuth2等协议，进行子系统的授权",业务问题
for循环调用数据库的缺点和优化方案,"1. for循环里不断进行数据库调用，会导致大量链接创建和关闭，有很多额外的网络开销。spring默认有事务复用，没事务会多次获取链接，也可以通过绑定连接让无事务的查询使用同一个连接
2. 写操作的for循环，事务管理很麻烦，容易导致长事务问题，回滚也不方便。尽量用批量更新SQL
3. 读操作应该用IN来查询",DB
MySQL 1000w数据怎么分页查询,"1. 走索引，尽量使用唯一索引和索引覆盖、索引下推
2. 避免深分页，使用ID或者其他唯一字段等进行查询，避免跳页",DB
MySQL 1000w数据怎么查询优化,"1. 索引优化，考虑索引类型，是否一定要B+树，考虑联合索引，索引覆盖。SQL语句要避免索引失效，通常要选择区分度高的键做索引
2. 避免多表JOIN，即使要join也要小表驱动大表。8.0之后支持hash join能有效提升效率",DB
数据归档是怎么做的,"1. 数据归档的目的是为了将冷数据从主表迁移到其他位置（历史表或历史库或文件系统），用于减轻主要业务查询压力，并满足数据保留和审计的需求
2. 常见方式是分库分表归档，将数据insert到新的表中，再从原来的表删除
3. 也有基于分区表的归档，按时间分区，数据插入时就实现了物理隔离
4. 数据备份归档，用文件来存旧数据
5. 基于分布式存储归档，例如hadoop，ClickHouse，ElasticSearch等
6. 基于离线数仓归档，将数据存于离线数仓用于数据分析使用","DB,业务问题"
第三方接口经常不稳定超时，怎么避免受影响,"1. 异步处理，在异步的处理时再回调或反查接口的调用结果，减少直接依赖
2. 设置超时机制，发现接口超时做降级处理，查询接口返回默认值，写操作要确认是否能重试
3. 熔断机制，第三方错误率太高时直接熔断",第三方调用
redis，MySQL，mongoDB的区别和使用场景,"1. 非关系型数据库，Redis基于内存，MongoDB存于磁盘。MySQL存于磁盘，性能上Redis最佳
2. MySQL支持ACID的事务，Redis事务只保证事务执行不被中断，MongoDB只支持快照读，类似于MySQL的RR
3. Redis适合快速读写、低延迟或缓存场景，MySQL用于业务数据持久化，mongoDB天生基于分布式设计，用于高扩展性、灵活数据模式的大数据应用，日志存储等，适合快速开发","DB,缓存"
redis做分布式锁，然后redis挂了怎么办,"1. 该情况不太可能发生，一般线上redis都有监控，或者集群部署，哨兵模式
2. 要处理该情况需要代码提前设计，要不就是降级为本地锁，确认系统能在单机模式下运行，即牺牲一致性保证可用性，用数据库的唯一索引或乐观锁等来兜底
3. 降级为其他分布式锁如zookeeper",Redis
如何生成不重复的短链,短链要求URL尽量短，并且不能重复，不能被穷举，目前业界用的最多的是Murmurhash+62进制转换实现,业务问题
MySQL如果突然断电，会发生数据丢失吗,"1. InnoDB默认innodb_flush_log_at_trx_commit=1即每次提交事务都会把日志缓存区的数据写入日志文件中，并且刷盘。断电后可以根据redo log执行已提交但未执行的事务，undolog回滚未提交的事务
2. MyISAM没有事务机制，断电会导致数据缺失
3. 现代机器会缓存磁盘，所以写入磁盘的时候也有可能被写入了磁盘缓存，这个时候如果断电，也会导致数据缺失，只能关闭磁盘缓存或使用专用硬件来处理
4. 企业会用UPS不间断电源Uninterruptible Power supply",DB
防止接口被恶意刷流量，除了限流还应在代码层面做哪些防护,"1. 使用验证码来减少机器刷接口的可能性
2. 使用token进行校验
3. 使用参数加密验签，对参数进行合法性校验
4. 使用专业风控方案处理，如人机识别服务，通过设备信息区分，IP分析等",业务问题
库存扣减、创建订单，如何拆成TCC,"1. TCC的三个阶段分属3个不同的事务，独立控制。分为预留/冻结资源，提交资源和取消释放资源
2. 业务上先执行try，进行业务检查和预留资源。所有try成功之后进行confirm，解冻并扣减资源。try失败或confirm失败进入cancel阶段，解冻资源，对已confirm扣减的资源进行回退","DB,业务问题"
如果token被窃取了，是不是就能伪造登陆了,"1. 尽量避免被窃取，网络传输中避免在url传输token，在header里要使用HTTPS的方式传输。浏览器的cookie存储时，要设置HttpOnly避免被JS读取或修改，用secure只能在https传输
2. 降低被窃取后的影响，token短有效期，引入刷新token逻辑，同时token和IP，deviceID等绑定，异常来源直接拒绝。限制token的请求频率，防止自动化攻击
3. 敏感业务加2FA双重因子校验，例如短信验证码，密码等",业务问题
如果有1TB的数据需要排序，但只有32GB的内存如何排序处理,"1. 归并排序，拆分大的排序过程为小的排序，使用分块排序和多路归并
2. 分块排序，假设每块30G，则分成36块左右，排序完之后把结果写回磁盘，生成多个有序的临时文件
3. 多路归并，设定输入缓冲区和输入缓冲区，例如取9块，每次取前几个元素到输入缓冲区进行对比，将结果输出到输出缓存区，如果输出缓冲区满了就写入问题",业务问题
如何从1TB的搜索日志中找出搜索量最高的10个关键词,"1. 哈希分片+大根堆+统计
2. 通过哈希的方法，例如murmurhash，将相同关键词分配到同一个分片，便于统计全局次数
3. 如果内存够的话，大根堆来对关键词的次数进行排序，选出top10。内存有限的话用小根堆更合适",业务问题
用@Scheduled执行定时任务，如何避免集群的并发问题,"1. 参考XXL-job的方式，确保一个任务只会触发一次，可以用DB悲观锁来保证，谁抢到锁就谁执行
2. 或者使用Redis，zookeeper等分布式锁
3. 不用锁，依赖zookeeper等实现master选举，执行任务时都去选举，谁选到谁执行",业务问题
下单支付过程，点击跳转支付，输入密码，支付完成跳回订单页，整个过程有可能出现什么问题,"1. 支付跳转失败，一般出现在第三方系统异常，限流降级加熔断来处理。需要实时监控支付渠道的成果率，当某个渠道成功率低的时候，直接隐藏该支付渠道
2. 支付状态未同步，需要前端主动轮询支付单的状态，同时调用方也要主动轮询
3. 用户重复点击，要做好幂等控制和防止重复点击
4. 支付完成后页面未跳转，增加主动轮询的机制
5. 支付成功后库存未扣减，订单状态未推进，支付业务较敏感，需要用TCC等分布式事务处理
6. 支付数据异常，需要对请求参数进行校验
7. 用户不支付，需要有超时关单操作",业务问题
百万数据的单表，怎么从前端，后端和数据库做查询优化,"1. 前端进行分页查询，加载数据时滚动加载或loading，提供关键词搜索，过滤条件等，加入防抖。前端适当缓存数据，并可在前端做排序
2. 后端代码避免深分页，进行缓存，异步处理和预读
3. 数据库进行查询优化，包括索引，避免多表join等","DB,业务问题"
假设还有很多内存，有什么情况还会频繁fullgc,"1. 存在内存碎片，老年代使用标记清除算法，会频繁fullGC
2. 大对象频繁进入老年代，老年代放不下就会触发fullGC
3. 元空间不足，例如大量反射类，动态加载类等
4. 存在手动调用GC的情况",JVM
压测600没问题，上线后300就扛不住了，可能是什么原因,"1. 冷启动问题，如缓存未预热，JIT编译延迟，MQ有挤压消息要消费等等情况，但不常见
2. 定时任务干扰，存在定时任务高峰期运行，消耗大量CPU，IO和数据库连接，同时存在更新操作的话还会引起锁竞争，阻塞业务执行
3. 未进行全链路压测，只压测了单接口，没有模拟真实链路和排除下游服务性能瓶颈
4. 外部系统影响，第三方服务降级等，数据库或MQ基础设备出问题等
5. 慢SQL和数据问题，线上数据发生数据倾斜，或数据与模拟环境有较大出入，索引失效了等情况，同时模拟数据一般较为工整
6. 压测环境偏差，例如网络，机器性能等
7. 其他接口影响，其他接口QPS高峰期抢占了资源",业务问题
Redis和MySQL的一次普通查询，RT在什么范围内是合理的,"1. Redis简单命令在0.1ms-1ms，复杂命令在1ms-5ms
2. MySQL尽量在1s内返回，200ms-500ms较为合理
3. HTTP的网络交互包括DNS解析、TCP握手、LS握手、HTTP请求、HTTP响应，则网络耗时大概是DNS解析+1.5RTT+1RTT+1RTT","redis,DB"
5亿条数据放到布隆过滤器中，大概需要多大内存,"1. 内存占用取决于数据量，bitset长度，误判率，hash函数个数等
2. 常见内存估算公式为M=- （n * ln p）/ (ln 2)2，假设5亿数据，误判率0.1%，n=5亿，p=0.001，则结果为71亿bit，大概0.836G",业务问题
为了避免丢消息问题需要落表，如何设计这张消息表,"1. 该方案为本地消息表，则这个表不止用于存储，还需要定时做扫表重试
2. 基础字段包括消息创建/更新时间，乐观锁版本号，消息key，消息ID，消息体，topic，消息状态，任务执行次数，失败原因，上一次重试时间，下一次重试时间
3. 添加索引，用状态做普通索引或联合重试次数和重试时间做联合索引。消息key和消息类型做唯一索引","业务问题,MQ"
银行系统，对实时性要求比较高，你会怎么选择垃圾收集,"1. 实时性要求高，则延迟要低，STW时间要短
2. JDK<7用Parallel Scavenge+CMS，JDK>=7用G1，>=11用ZGC，>=12用Shenandoah GC或ZGC
3. G1一般STW在10ms-100ms，ZGC能控制在10ms以下",JVM
百万级会员的用户平台，如何实现快到期的会员的消息提醒,"1. 建立消息推送表，记录推送时间、用户、渠道和推送内容等，可以用来做推送的幂等控制，失败重试和数据分析等
2. 通过过期时间建立索引，每天执行定时任务处理，可以用xxl-job分片任务，按照用户ID分片给多个实例去处理
3. 使用MQ进行异步推送，做好失败监控，失败重试等",
A线程获取分布式锁，那一刻主从切换了，B线程会获取锁吗,如果已经主从同步，则B无法加锁。若未完成主从同步，则可以加锁,Redis
设计缓存需要考虑哪些方面,"1. 本地缓存需要考虑数据结构（例如key-value），线程安全，对象上限避免OOM，清除策略，过期时间等
2. 分布式缓存，考虑数据结构，线程安全，清除策略，持久化机制，过期策略，集群模式",缓存
扫表任务，如何写SQL可以避免出现跳页的情况,使用游标ID，不要用时间这种可能重复的数据，更不要用会变更的数据来直接查询,业务问题
阿里出的Java开发手册看过吗，对哪条规约印象深刻,Boolean字段不要用is开头，日志是直接从地址取值打印，但是json序列化会自动把is去掉修改字段名称,业务问题
购物车中如何解决重复下单的问题,"1. 每一个商品加入购物车时，都生成一个cart_item_id，全局唯一，每个用户的card_item_id不一样。只有sku首次进入才生成，如果商品被购买后重新加入，生成新的ID
2. 下单时setnx这个cart_item_id，确保只能被处理一次，然后定时对cart_item_id进行处理
3. 由于cart_item_id是后端生成的，可以确保cart_item_id在用户的购物车内才让他下单，避免伪造请求",业务问题
让你实现一个短链服务，你会考虑哪些问题,"1. 除了短链生成算法，需要考虑长链和短链的存储，可以用redis缓存，同时做好落库
2. 跳转尽量用302临时重定向，避免客户端缓存和支持服务端修改。而301永久重定向不利于后续的统计和拦截
3. 考虑短链性能，用本地缓存+Redis缓存，特殊性能场景用301跳转
4. 短链要设计过期事件，定时失效
5. 短链要进行内容扫描，审核机制，访问频率限制，接口鉴权等等防止滥用",业务问题
用了本地消息表的方案，如果下游执行失败了上游如何回滚,"1. 本地消息表不适合于需要回滚的场景，即上层成功了下层是必须成功的
2. 如果需要回滚，则要跟上层服务耦合，MQ消费失败的时候放入死信队列，上游监控死信队列做处理
3. 真实可行方案是人工介入",业务问题
MySQL千万级大表中如何增加字段,"用onlineDDL在线DDL，不阻塞并发的DML操作和查询，ALGORITHM=INPLACE, LOCK=NONE",DB
如果一个接口响应时间不符合预期，怎么排查跟解决,"1. 问题定位，用监控工具或者arthas，查看是网络问题还是接口问题
2. 定位到问题后，如果是资源不足则扩容，网络慢则同机房策略或增加带宽，GC频繁则JVM调优和排查泄露，慢SQL则优化，表数据大则分库分表，查询慢加缓存，缓存失效多级缓存，外部服务慢则异步调用，多线程执行，乐观锁代替悲观锁，批处理，NIO等等",业务问题
数据对账时，如果日切时间点前后的数据不一致怎么办,"1. 常见原因是不同系统计算的业务发生时间不一致，A用支付时间，B用处理成功时间
2. 明确一个字段bizTime用于业务对账，对日切的23:55-00:05大概时间做窗口，二次核对",业务问题
5000w数据查询电话号码后4位，如何优化,"1. 手机号码分段存储，尾号建立索引，空间换时间
2. 模糊查询优化，用字段逆序来做索引","DB,业务问题"
select x from table where a=1这条sql导致索引失效的原因,"1. 发生了隐式类型转换
2. 数据出现严重倾斜
3. a字段区分度不高
4. 表中数据量太小
5. 索引不正确
6. InnoDB统计信息未及时更新",DB
"select*from table where a=1 and b>2 order by c,d,f怎么加索引","建议a,b,c,d,f联合索引，后面3个用于排序。但b是范围过滤，因此也可以选择去掉",DB
MySQL，PGsql，ES，mongoDB，HBase，Redis的适用场景有哪些,"1. Mysql，pgsql等关系型数据库，主要用于数据持久化，支持ACID事务
2. Redis高性能，适合做缓存和不需要事务的场景
3. ES是搜索引擎，提供准实时查询，全文索引，倒排索引，对文档查询和关键词匹配查询友好
4. Hbase是用于离线批处理的，作为离线数据库做数据分析",业务问题
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
业务问题,,
